Postaja,Regija,Datum,SO2
hrastnik,Zasavska,2018-07-31,2.0
iskrba,Jugovzhodna Slovenija,2018-08-31,2.0
graska gora,Koroška,2018-08-31,11.0
lj bezigrad,Osrednjeslovenska,2018-08-31,3.0
vnajnarje,Osrednjeslovenska,2018-08-31,
lj center,Osrednjeslovenska,2018-08-31,3.0
pesje,Posavska,2018-08-31,6.0
celje,Savinjska,2018-08-31,8.0
sostanj,Savinjska,2018-08-31,3.0
topolsica,Savinjska,2018-08-31,12.0
zavodnje,Savinjska,2018-08-31,10.0
veliki vrh,Savinjska,2018-08-31,23.0
velenje,Savinjska,2018-08-31,7.0
skale,Savinjska,2018-08-31,5.0
sv. mohor,Savinjska,2018-08-31,6.0
ce gaji,Savinjska,2018-08-31,11.0
trbovlje,Zasavska,2018-08-31,5.0
zagorje,Zasavska,2018-08-31,6.0
hrastnik,Zasavska,2018-08-31,4.0
iskrba,Jugovzhodna Slovenija,2018-09-30,3.0
graska gora,Koroška,2018-09-30,7.0
lj bezigrad,Osrednjeslovenska,2018-09-30,6.0
vnajnarje,Osrednjeslovenska,2018-09-30,
lj center,Osrednjeslovenska,2018-09-30,3.0
pesje,Posavska,2018-09-30,7.0
celje,Savinjska,2018-09-30,7.0
sostanj,Savinjska,2018-09-30,4.0
topolsica,Savinjska,2018-09-30,13.0
zavodnje,Savinjska,2018-09-30,13.0
veliki vrh,Savinjska,2018-09-30,8.0
velenje,Savinjska,2018-09-30,7.0
skale,Savinjska,2018-09-30,6.0
sv. mohor,Savinjska,2018-09-30,13.0
ce gaji,Savinjska,2018-09-30,10.0
trbovlje,Zasavska,2018-09-30,7.0
zagorje,Zasavska,2018-09-30,12.0
hrastnik,Zasavska,2018-09-30,7.0
iskrba,Jugovzhodna Slovenija,2018-10-31,3.0
graska gora,Koroška,2018-10-31,16.0
lj bezigrad,Osrednjeslovenska,2018-10-31,9.0
vnajnarje,Osrednjeslovenska,2018-10-31,
lj center,Osrednjeslovenska,2018-10-31,3.0
pesje,Posavska,2018-10-31,7.0
celje,Savinjska,2018-10-31,7.0
sostanj,Savinjska,2018-10-31,4.0
topolsica,Savinjska,2018-10-31,5.0
zavodnje,Savinjska,2018-10-31,43.0
veliki vrh,Savinjska,2018-10-31,23.0
velenje,Savinjska,2018-10-31,10.0
skale,Savinjska,2018-10-31,9.0
sv. mohor,Savinjska,2018-10-31,11.0
ce gaji,Savinjska,2018-10-31,7.0
trbovlje,Zasavska,2018-10-31,7.0
zagorje,Zasavska,2018-10-31,9.0
hrastnik,Zasavska,2018-10-31,7.0
iskrba,Jugovzhodna Slovenija,2018-11-30,4.0
graska gora,Koroška,2018-11-30,23.0
lj bezigrad,Osrednjeslovenska,2018-11-30,10.0
vnajnarje,Osrednjeslovenska,2018-11-30,
lj center,Osrednjeslovenska,2018-11-30,3.0
pesje,Posavska,2018-11-30,5.0
celje,Savinjska,2018-11-30,10.0
sostanj,Savinjska,2018-11-30,3.0
topolsica,Savinjska,2018-11-30,6.0
zavodnje,Savinjska,2018-11-30,15.0
veliki vrh,Savinjska,2018-11-30,10.0
velenje,Savinjska,2018-11-30,7.0
skale,Savinjska,2018-11-30,7.0
sv. mohor,Savinjska,2018-11-30,9.0
ce gaji,Savinjska,2018-11-30,7.0
trbovlje,Zasavska,2018-11-30,10.0
zagorje,Zasavska,2018-11-30,7.0
hrastnik,Zasavska,2018-11-30,7.0
iskrba,Jugovzhodna Slovenija,2018-12-31,3.0
graska gora,Koroška,2018-12-31,19.0
lj bezigrad,Osrednjeslovenska,2018-12-31,8.0
vnajnarje,Osrednjeslovenska,2018-12-31,
lj center,Osrednjeslovenska,2018-12-31,2.0
pesje,Posavska,2018-12-31,3.0
celje,Savinjska,2018-12-31,8.0
sostanj,Savinjska,2018-12-31,2.0
topolsica,Savinjska,2018-12-31,3.0
zavodnje,Savinjska,2018-12-31,12.0
veliki vrh,Savinjska,2018-12-31,9.0
velenje,Savinjska,2018-12-31,7.0
skale,Savinjska,2018-12-31,7.0
sv. mohor,Savinjska,2018-12-31,7.0
ce gaji,Savinjska,2018-12-31,7.0
trbovlje,Zasavska,2018-12-31,5.0
zagorje,Zasavska,2018-12-31,6.0
hrastnik,Zasavska,2018-12-31,9.0
iskrba,Jugovzhodna Slovenija,2019-01-31,5.0
graska gora,Koroška,2019-01-31,10.0
lj bezigrad,Osrednjeslovenska,2019-01-31,9.0
lj center,Osrednjeslovenska,2019-01-31,16.0
pesje,Posavska,2019-01-31,5.0
celje,Savinjska,2019-01-31,7.0
sostanj,Savinjska,2019-01-31,4.0
topolsica,Savinjska,2019-01-31,5.0
zavodnje,Savinjska,2019-01-31,16.0
veliki vrh,Savinjska,2019-01-31,13.0
velenje,Savinjska,2019-01-31,5.0
skale,Savinjska,2019-01-31,10.0
sv. mohor,Savinjska,2019-01-31,7.0
ce gaji,Savinjska,2019-01-31,12.0
trbovlje,Zasavska,2019-01-31,8.0
zagorje,Zasavska,2019-01-31,4.0
hrastnik,Zasavska,2019-01-31,5.0
iskrba,Jugovzhodna Slovenija,2019-02-28,3.0
graska gora,Koroška,2019-02-28,7.0
lj bezigrad,Osrednjeslovenska,2019-02-28,10.0
lj center,Osrednjeslovenska,2019-02-28,15.0
pesje,Posavska,2019-02-28,7.0
celje,Savinjska,2019-02-28,7.0
sostanj,Savinjska,2019-02-28,8.0
topolsica,Savinjska,2019-02-28,8.0
zavodnje,Savinjska,2019-02-28,8.0
veliki vrh,Savinjska,2019-02-28,12.0
velenje,Savinjska,2019-02-28,6.0
skale,Savinjska,2019-02-28,9.0
sv. mohor,Savinjska,2019-02-28,7.0
ce gaji,Savinjska,2019-02-28,12.0
trbovlje,Zasavska,2019-02-28,8.0
zagorje,Zasavska,2019-02-28,4.0
hrastnik,Zasavska,2019-02-28,4.0
iskrba,Jugovzhodna Slovenija,2019-03-31,2.0
graska gora,Koroška,2019-03-31,6.0
lj bezigrad,Osrednjeslovenska,2019-03-31,5.0
lj center,Osrednjeslovenska,2019-03-31,3.0
pesje,Posavska,2019-03-31,8.0
celje,Savinjska,2019-03-31,10.0
sostanj,Savinjska,2019-03-31,8.0
topolsica,Savinjska,2019-03-31,7.0
zavodnje,Savinjska,2019-03-31,7.0
veliki vrh,Savinjska,2019-03-31,13.0
velenje,Savinjska,2019-03-31,4.0
skale,Savinjska,2019-03-31,9.0
sv. mohor,Savinjska,2019-03-31,8.0
ce gaji,Savinjska,2019-03-31,8.0
trbovlje,Zasavska,2019-03-31,7.0
zagorje,Zasavska,2019-03-31,4.0
hrastnik,Zasavska,2019-03-31,2.0
iskrba,Jugovzhodna Slovenija,2019-04-30,2.0
graska gora,Koroška,2019-04-30,11.0
lj bezigrad,Osrednjeslovenska,2019-04-30,5.0
lj center,Osrednjeslovenska,2019-04-30,4.0
pesje,Posavska,2019-04-30,9.0
celje,Savinjska,2019-04-30,11.0
sostanj,Savinjska,2019-04-30,5.0
topolsica,Savinjska,2019-04-30,5.0
zavodnje,Savinjska,2019-04-30,25.0
veliki vrh,Savinjska,2019-04-30,9.0
velenje,Savinjska,2019-04-30,6.0
skale,Savinjska,2019-04-30,9.0
sv. mohor,Savinjska,2019-04-30,7.0
ce gaji,Savinjska,2019-04-30,14.0
trbovlje,Zasavska,2019-04-30,8.0
zagorje,Zasavska,2019-04-30,5.0
hrastnik,Zasavska,2019-04-30,2.0
iskrba,Jugovzhodna Slovenija,2019-05-31,1.0
graska gora,Koroška,2019-05-31,6.0
lj bezigrad,Osrednjeslovenska,2019-05-31,6.0
lj center,Osrednjeslovenska,2019-05-31,4.0
pesje,Posavska,2019-05-31,10.0
celje,Savinjska,2019-05-31,8.0
sostanj,Savinjska,2019-05-31,4.0
topolsica,Savinjska,2019-05-31,8.0
zavodnje,Savinjska,2019-05-31,4.0
veliki vrh,Savinjska,2019-05-31,4.0
velenje,Savinjska,2019-05-31,6.0
skale,Savinjska,2019-05-31,11.0
sv. mohor,Savinjska,2019-05-31,9.0
ce gaji,Savinjska,2019-05-31,16.0
trbovlje,Zasavska,2019-05-31,10.0
zagorje,Zasavska,2019-05-31,5.0
hrastnik,Zasavska,2019-05-31,3.0
iskrba,Jugovzhodna Slovenija,2019-06-30,4.0
graska gora,Koroška,2019-06-30,8.0
lj bezigrad,Osrednjeslovenska,2019-06-30,5.0
lj center,Osrednjeslovenska,2019-06-30,4.0
pesje,Posavska,2019-06-30,7.0
celje,Savinjska,2019-06-30,5.0
sostanj,Savinjska,2019-06-30,7.0
topolsica,Savinjska,2019-06-30,5.0
zavodnje,Savinjska,2019-06-30,11.0
veliki vrh,Savinjska,2019-06-30,6.0
velenje,Savinjska,2019-06-30,5.0
skale,Savinjska,2019-06-30,12.0
sv. mohor,Savinjska,2019-06-30,12.0
ce gaji,Savinjska,2019-06-30,12.0
trbovlje,Zasavska,2019-06-30,6.0
zagorje,Zasavska,2019-06-30,3.0
hrastnik,Zasavska,2019-06-30,2.0
iskrba,Jugovzhodna Slovenija,2019-07-31,2.0
graska gora,Koroška,2019-07-31,9.0
lj bezigrad,Osrednjeslovenska,2019-07-31,5.0
lj center,Osrednjeslovenska,2019-07-31,7.0
pesje,Posavska,2019-07-31,8.0
celje,Savinjska,2019-07-31,8.0
sostanj,Savinjska,2019-07-31,7.0
topolsica,Savinjska,2019-07-31,7.0
zavodnje,Savinjska,2019-07-31,8.0
veliki vrh,Savinjska,2019-07-31,7.0
velenje,Savinjska,2019-07-31,6.0
skale,Savinjska,2019-07-31,12.0
sv. mohor,Savinjska,2019-07-31,7.0
ce gaji,Savinjska,2019-07-31,12.0
trbovlje,Zasavska,2019-07-31,6.0
zagorje,Zasavska,2019-07-31,1.0
hrastnik,Zasavska,2019-07-31,2.0
iskrba,Jugovzhodna Slovenija,2019-08-31,2.0
graska gora,Koroška,2019-08-31,5.0
lj bezigrad,Osrednjeslovenska,2019-08-31,5.0
lj center,Osrednjeslovenska,2019-08-31,7.0
pesje,Posavska,2019-08-31,14.0
celje,Savinjska,2019-08-31,7.0
sostanj,Savinjska,2019-08-31,7.0
topolsica,Savinjska,2019-08-31,5.0
zavodnje,Savinjska,2019-08-31,57.0
veliki vrh,Savinjska,2019-08-31,12.0
velenje,Savinjska,2019-08-31,5.0
skale,Savinjska,2019-08-31,10.0
sv. mohor,Savinjska,2019-08-31,8.0
ce gaji,Savinjska,2019-08-31,8.0
trbovlje,Zasavska,2019-08-31,5.0
zagorje,Zasavska,2019-08-31,2.0
hrastnik,Zasavska,2019-08-31,3.0
iskrba,Jugovzhodna Slovenija,2019-09-30,2.0
graska gora,Koroška,2019-09-30,33.0
lj bezigrad,Osrednjeslovenska,2019-09-30,6.0
lj center,Osrednjeslovenska,2019-09-30,6.0
pesje,Posavska,2019-09-30,11.0
celje,Savinjska,2019-09-30,7.0
sostanj,Savinjska,2019-09-30,3.0
topolsica,Savinjska,2019-09-30,9.0
zavodnje,Savinjska,2019-09-30,7.0
veliki vrh,Savinjska,2019-09-30,5.0
velenje,Savinjska,2019-09-30,3.0
skale,Savinjska,2019-09-30,8.0
sv. mohor,Savinjska,2019-09-30,5.0
ce gaji,Savinjska,2019-09-30,12.0
trbovlje,Zasavska,2019-09-30,9.0
zagorje,Zasavska,2019-09-30,2.0
hrastnik,Zasavska,2019-09-30,4.0
iskrba,Jugovzhodna Slovenija,2019-10-31,2.0
graska gora,Koroška,2019-10-31,26.0
lj bezigrad,Osrednjeslovenska,2019-10-31,5.0
lj center,Osrednjeslovenska,2019-10-31,5.0
pesje,Posavska,2019-10-31,4.0
celje,Savinjska,2019-10-31,7.0
sostanj,Savinjska,2019-10-31,8.0
topolsica,Savinjska,2019-10-31,5.0
zavodnje,Savinjska,2019-10-31,21.0
veliki vrh,Savinjska,2019-10-31,5.0
velenje,Savinjska,2019-10-31,4.0
skale,Savinjska,2019-10-31,12.0
sv. mohor,Savinjska,2019-10-31,6.0
ce gaji,Savinjska,2019-10-31,17.0
trbovlje,Zasavska,2019-10-31,7.0
zagorje,Zasavska,2019-10-31,2.0
hrastnik,Zasavska,2019-10-31,
iskrba,Jugovzhodna Slovenija,2019-11-30,2.0
graska gora,Koroška,2019-11-30,6.0
lj bezigrad,Osrednjeslovenska,2019-11-30,6.0
lj center,Osrednjeslovenska,2019-11-30,4.0
pesje,Posavska,2019-11-30,6.0
celje,Savinjska,2019-11-30,6.0
sostanj,Savinjska,2019-11-30,5.0
topolsica,Savinjska,2019-11-30,5.0
zavodnje,Savinjska,2019-11-30,3.0
veliki vrh,Savinjska,2019-11-30,4.0
velenje,Savinjska,2019-11-30,6.0
skale,Savinjska,2019-11-30,5.0
sv. mohor,Savinjska,2019-11-30,6.0
ce gaji,Savinjska,2019-11-30,20.0
trbovlje,Zasavska,2019-11-30,7.0
zagorje,Zasavska,2019-11-30,4.0
hrastnik,Zasavska,2019-11-30,
iskrba,Jugovzhodna Slovenija,2019-12-31,2.0
graska gora,Koroška,2019-12-31,33.0
lj bezigrad,Osrednjeslovenska,2019-12-31,6.0
lj center,Osrednjeslovenska,2019-12-31,6.0
pesje,Posavska,2019-12-31,11.0
celje,Savinjska,2019-12-31,5.0
sostanj,Savinjska,2019-12-31,10.0
topolsica,Savinjska,2019-12-31,9.0
zavodnje,Savinjska,2019-12-31,21.0
veliki vrh,Savinjska,2019-12-31,7.0
velenje,Savinjska,2019-12-31,6.0
skale,Savinjska,2019-12-31,12.0
sv. mohor,Savinjska,2019-12-31,10.0
ce gaji,Savinjska,2019-12-31,20.0
trbovlje,Zasavska,2019-12-31,7.0
zagorje,Zasavska,2019-12-31,4.0
hrastnik,Zasavska,2019-12-31,
iskrba,Jugovzhodna Slovenija,2020-01-31,0.5
graska gora,Koroška,2020-01-31,10.0
lj bezigrad,Osrednjeslovenska,2020-01-31,8.0
lj center,Osrednjeslovenska,2020-01-31,4.0
pesje,Posavska,2020-01-31,3.0
ce bolnica,Savinjska,2020-01-31,9.0
sostanj,Savinjska,2020-01-31,5.0
topolsica,Savinjska,2020-01-31,7.0
zavodnje,Savinjska,2020-01-31,9.0
veliki vrh,Savinjska,2020-01-31,8.0
velenje,Savinjska,2020-01-31,6.0
skale,Savinjska,2020-01-31,2.0
sv. mohor,Savinjska,2020-01-31,7.0
ce gaji,Savinjska,2020-01-31,15.0
trbovlje,Zasavska,2020-01-31,8.0
zagorje,Zasavska,2020-01-31,6.0
iskrba,Jugovzhodna Slovenija,2020-02-29,2.6
graska gora,Koroška,2020-02-29,10.0
lj bezigrad,Osrednjeslovenska,2020-02-29,10.0
lj center,Osrednjeslovenska,2020-02-29,4.0
pesje,Posavska,2020-02-29,4.0
ce bolnica,Savinjska,2020-02-29,7.0
sostanj,Savinjska,2020-02-29,8.0
topolsica,Savinjska,2020-02-29,8.0
zavodnje,Savinjska,2020-02-29,5.0
veliki vrh,Savinjska,2020-02-29,3.0
velenje,Savinjska,2020-02-29,6.0
skale,Savinjska,2020-02-29,4.0
sv. mohor,Savinjska,2020-02-29,6.0
ce gaji,Savinjska,2020-02-29,16.0
trbovlje,Zasavska,2020-02-29,6.0
zagorje,Zasavska,2020-02-29,8.0
iskrba,Jugovzhodna Slovenija,2020-03-31,2.9
graska gora,Koroška,2020-03-31,6.0
lj bezigrad,Osrednjeslovenska,2020-03-31,7.0
lj center,Osrednjeslovenska,2020-03-31,5.0
pesje,Posavska,2020-03-31,5.0
ce bolnica,Savinjska,2020-03-31,5.0
sostanj,Savinjska,2020-03-31,4.0
topolsica,Savinjska,2020-03-31,5.0
zavodnje,Savinjska,2020-03-31,4.0
veliki vrh,Savinjska,2020-03-31,4.0
velenje,Savinjska,2020-03-31,6.0
skale,Savinjska,2020-03-31,5.0
sv. mohor,Savinjska,2020-03-31,10.0
ce gaji,Savinjska,2020-03-31,18.0
trbovlje,Zasavska,2020-03-31,7.0
zagorje,Zasavska,2020-03-31,4.0
iskrba,Jugovzhodna Slovenija,2020-04-30,2.8
graska gora,Koroška,2020-04-30,5.0
lj bezigrad,Osrednjeslovenska,2020-04-30,4.0
lj center,Osrednjeslovenska,2020-04-30,6.0
pesje,Posavska,2020-04-30,7.0
ce bolnica,Savinjska,2020-04-30,5.0
sostanj,Savinjska,2020-04-30,5.0
topolsica,Savinjska,2020-04-30,6.0
zavodnje,Savinjska,2020-04-30,3.0
veliki vrh,Savinjska,2020-04-30,4.0
velenje,Savinjska,2020-04-30,8.0
skale,Savinjska,2020-04-30,4.0
sv. mohor,Savinjska,2020-04-30,10.0
ce gaji,Savinjska,2020-04-30,20.0
trbovlje,Zasavska,2020-04-30,7.0
zagorje,Zasavska,2020-04-30,4.0
iskrba,Jugovzhodna Slovenija,2020-05-31,2.0
graska gora,Koroška,2020-05-31,5.0
lj bezigrad,Osrednjeslovenska,2020-05-31,2.0
lj center,Osrednjeslovenska,2020-05-31,8.0
pesje,Posavska,2020-05-31,5.0
ce bolnica,Savinjska,2020-05-31,3.0
sostanj,Savinjska,2020-05-31,6.0
topolsica,Savinjska,2020-05-31,3.0
zavodnje,Savinjska,2020-05-31,16.0
veliki vrh,Savinjska,2020-05-31,5.0
velenje,Savinjska,2020-05-31,5.0
skale,Savinjska,2020-05-31,8.0
sv. mohor,Savinjska,2020-05-31,9.0
ce gaji,Savinjska,2020-05-31,20.0
trbovlje,Zasavska,2020-05-31,6.0
zagorje,Zasavska,2020-05-31,4.0
iskrba,Jugovzhodna Slovenija,2020-06-30,
graska gora,Koroška,2020-06-30,6.0
lj bezigrad,Osrednjeslovenska,2020-06-30,2.0
lj center,Osrednjeslovenska,2020-06-30,8.0
pesje,Posavska,2020-06-30,4.0
ce bolnica,Savinjska,2020-06-30,5.0
sostanj,Savinjska,2020-06-30,7.0
topolsica,Savinjska,2020-06-30,4.0
zavodnje,Savinjska,2020-06-30,5.0
veliki vrh,Savinjska,2020-06-30,3.0
velenje,Savinjska,2020-06-30,8.0
skale,Savinjska,2020-06-30,3.0
sv. mohor,Savinjska,2020-06-30,11.0
ce gaji,Savinjska,2020-06-30,16.0
trbovlje,Zasavska,2020-06-30,5.0
zagorje,Zasavska,2020-06-30,4.0
iskrba,Jugovzhodna Slovenija,2020-07-31,
graska gora,Koroška,2020-07-31,4.0
lj bezigrad,Osrednjeslovenska,2020-07-31,3.0
lj center,Osrednjeslovenska,2020-07-31,6.0
pesje,Posavska,2020-07-31,4.0
ce bolnica,Savinjska,2020-07-31,6.0
sostanj,Savinjska,2020-07-31,6.0
topolsica,Savinjska,2020-07-31,2.0
zavodnje,Savinjska,2020-07-31,5.0
veliki vrh,Savinjska,2020-07-31,7.0
velenje,Savinjska,2020-07-31,7.0
skale,Savinjska,2020-07-31,4.0
sv. mohor,Savinjska,2020-07-31,14.0
ce gaji,Savinjska,2020-07-31,17.0
trbovlje,Zasavska,2020-07-31,1.0
zagorje,Zasavska,2020-07-31,2.0
iskrba,Jugovzhodna Slovenija,2020-08-31,
graska gora,Koroška,2020-08-31,7.0
lj bezigrad,Osrednjeslovenska,2020-08-31,2.0
lj center,Osrednjeslovenska,2020-08-31,6.0
pesje,Posavska,2020-08-31,5.0
ce bolnica,Savinjska,2020-08-31,7.0
sostanj,Savinjska,2020-08-31,14.0
topolsica,Savinjska,2020-08-31,17.0
zavodnje,Savinjska,2020-08-31,16.0
veliki vrh,Savinjska,2020-08-31,4.0
velenje,Savinjska,2020-08-31,6.0
skale,Savinjska,2020-08-31,4.0
sv. mohor,Savinjska,2020-08-31,9.0
ce gaji,Savinjska,2020-08-31,18.0
trbovlje,Zasavska,2020-08-31,1.0
zagorje,Zasavska,2020-08-31,2.0
iskrba,Jugovzhodna Slovenija,2020-09-30,
graska gora,Koroška,2020-09-30,13.0
lj bezigrad,Osrednjeslovenska,2020-09-30,6.0
lj center,Osrednjeslovenska,2020-09-30,7.0
pesje,Posavska,2020-09-30,7.0
ce bolnica,Savinjska,2020-09-30,5.0
sostanj,Savinjska,2020-09-30,6.0
topolsica,Savinjska,2020-09-30,4.0
zavodnje,Savinjska,2020-09-30,9.0
veliki vrh,Savinjska,2020-09-30,6.0
velenje,Savinjska,2020-09-30,7.0
skale,Savinjska,2020-09-30,7.0
sv. mohor,Savinjska,2020-09-30,11.0
ce gaji,Savinjska,2020-09-30,6.0
trbovlje,Zasavska,2020-09-30,2.0
zagorje,Zasavska,2020-09-30,3.0
iskrba,Jugovzhodna Slovenija,2020-10-31,
graska gora,Koroška,2020-10-31,16.0
lj bezigrad,Osrednjeslovenska,2020-10-31,4.0
lj center,Osrednjeslovenska,2020-10-31,9.0
pesje,Posavska,2020-10-31,6.0
ce bolnica,Savinjska,2020-10-31,6.0
sostanj,Savinjska,2020-10-31,6.0
topolsica,Savinjska,2020-10-31,2.0
zavodnje,Savinjska,2020-10-31,9.0
veliki vrh,Savinjska,2020-10-31,8.0
velenje,Savinjska,2020-10-31,6.0
skale,Savinjska,2020-10-31,6.0
sv. mohor,Savinjska,2020-10-31,12.0
ce gaji,Savinjska,2020-10-31,7.0
trbovlje,Zasavska,2020-10-31,3.0
zagorje,Zasavska,2020-10-31,4.0
iskrba,Jugovzhodna Slovenija,2020-11-30,
graska gora,Koroška,2020-11-30,5.0
lj bezigrad,Osrednjeslovenska,2020-11-30,5.0
lj center,Osrednjeslovenska,2020-11-30,4.0
pesje,Posavska,2020-11-30,6.0
ce bolnica,Savinjska,2020-11-30,7.0
sostanj,Savinjska,2020-11-30,5.0
topolsica,Savinjska,2020-11-30,5.0
zavodnje,Savinjska,2020-11-30,29.0
veliki vrh,Savinjska,2020-11-30,8.0
velenje,Savinjska,2020-11-30,5.0
skale,Savinjska,2020-11-30,5.0
sv. mohor,Savinjska,2020-11-30,10.0
ce gaji,Savinjska,2020-11-30,9.0
trbovlje,Zasavska,2020-11-30,2.0
zagorje,Zasavska,2020-11-30,4.0
iskrba,Jugovzhodna Slovenija,2020-12-31,
graska gora,Koroška,2020-12-31,9.0
lj bezigrad,Osrednjeslovenska,2020-12-31,7.0
lj center,Osrednjeslovenska,2020-12-31,4.0
pesje,Posavska,2020-12-31,11.0
ce bolnica,Savinjska,2020-12-31,5.0
sostanj,Savinjska,2020-12-31,8.0
topolsica,Savinjska,2020-12-31,6.0
zavodnje,Savinjska,2020-12-31,11.0
veliki vrh,Savinjska,2020-12-31,10.0
velenje,Savinjska,2020-12-31,9.0
skale,Savinjska,2020-12-31,9.0
sv. mohor,Savinjska,2020-12-31,9.0
ce gaji,Savinjska,2020-12-31,10.0
trbovlje,Zasavska,2020-12-31,2.0
zagorje,Zasavska,2020-12-31,4.0
deskle,Goriška,2021-01-31,3.0
iskrba,Jugovzhodna Slovenija,2021-01-31,2.0
graska gora,Koroška,2021-01-31,4.0
lj bezigrad,Osrednjeslovenska,2021-01-31,4.0
lj center,Osrednjeslovenska,2021-01-31,3.0
zadobrova,Osrednjeslovenska,2021-01-31,5.0
pesje,Posavska,2021-01-31,9.0
ce bolnica,Savinjska,2021-01-31,5.0
sostanj,Savinjska,2021-01-31,9.0
topolsica,Savinjska,2021-01-31,3.0
zavodnje,Savinjska,2021-01-31,5.0
veliki vrh,Savinjska,2021-01-31,3.0
velenje,Savinjska,2021-01-31,7.0
skale,Savinjska,2021-01-31,5.0
mobilna tes,Savinjska,2021-01-31,5.0
sv. mohor,Savinjska,2021-01-31,10.0
ce gaji,Savinjska,2021-01-31,4.0
trbovlje,Zasavska,2021-01-31,2.0
zagorje,Zasavska,2021-01-31,4.0
deskle,Goriška,2021-02-28,4.0
iskrba,Jugovzhodna Slovenija,2021-02-28,2.0
graska gora,Koroška,2021-02-28,3.0
lj bezigrad,Osrednjeslovenska,2021-02-28,
lj center,Osrednjeslovenska,2021-02-28,6.0
zadobrova,Osrednjeslovenska,2021-02-28,4.0
pesje,Posavska,2021-02-28,3.0
ce bolnica,Savinjska,2021-02-28,8.0
sostanj,Savinjska,2021-02-28,5.0
topolsica,Savinjska,2021-02-28,3.0
zavodnje,Savinjska,2021-02-28,4.0
veliki vrh,Savinjska,2021-02-28,2.0
velenje,Savinjska,2021-02-28,3.0
skale,Savinjska,2021-02-28,5.0
mobilna tes,Savinjska,2021-02-28,3.0
sv. mohor,Savinjska,2021-02-28,8.0
ce gaji,Savinjska,2021-02-28,4.0
trbovlje,Zasavska,2021-02-28,3.0
zagorje,Zasavska,2021-02-28,5.0
deskle,Goriška,2021-03-31,2.0
iskrba,Jugovzhodna Slovenija,2021-03-31,2.0
graska gora,Koroška,2021-03-31,3.0
lj bezigrad,Osrednjeslovenska,2021-03-31,
lj center,Osrednjeslovenska,2021-03-31,4.0
zadobrova,Osrednjeslovenska,2021-03-31,4.0
pesje,Posavska,2021-03-31,2.0
ce bolnica,Savinjska,2021-03-31,6.0
sostanj,Savinjska,2021-03-31,4.0
topolsica,Savinjska,2021-03-31,4.0
zavodnje,Savinjska,2021-03-31,5.0
veliki vrh,Savinjska,2021-03-31,2.0
velenje,Savinjska,2021-03-31,2.0
skale,Savinjska,2021-03-31,5.0
mobilna tes,Savinjska,2021-03-31,4.0
sv. mohor,Savinjska,2021-03-31,11.0
ce gaji,Savinjska,2021-03-31,2.0
trbovlje,Zasavska,2021-03-31,4.0
zagorje,Zasavska,2021-03-31,4.0
deskle,Goriška,2021-04-30,3.0
iskrba,Jugovzhodna Slovenija,2021-04-30,0.8
graska gora,Koroška,2021-04-30,4.0
lj bezigrad,Osrednjeslovenska,2021-04-30,
lj center,Osrednjeslovenska,2021-04-30,4.0
zadobrova,Osrednjeslovenska,2021-04-30,3.0
pesje,Posavska,2021-04-30,3.0
ce bolnica,Savinjska,2021-04-30,5.0
sostanj,Savinjska,2021-04-30,5.0
topolsica,Savinjska,2021-04-30,4.0
zavodnje,Savinjska,2021-04-30,3.0
veliki vrh,Savinjska,2021-04-30,3.0
velenje,Savinjska,2021-04-30,3.0
skale,Savinjska,2021-04-30,5.0
mobilna tes,Savinjska,2021-04-30,5.0
sv. mohor,Savinjska,2021-04-30,12.0
ce gaji,Savinjska,2021-04-30,2.0
trbovlje,Zasavska,2021-04-30,4.0
zagorje,Zasavska,2021-04-30,4.0
deskle,Goriška,2021-05-31,4.0
iskrba,Jugovzhodna Slovenija,2021-05-31,1.0
graska gora,Koroška,2021-05-31,8.0
lj bezigrad,Osrednjeslovenska,2021-05-31,
lj center,Osrednjeslovenska,2021-05-31,3.0
zadobrova,Osrednjeslovenska,2021-05-31,3.0
pesje,Posavska,2021-05-31,4.0
ce bolnica,Savinjska,2021-05-31,5.0
sostanj,Savinjska,2021-05-31,8.0
topolsica,Savinjska,2021-05-31,10.0
zavodnje,Savinjska,2021-05-31,4.0
veliki vrh,Savinjska,2021-05-31,6.0
velenje,Savinjska,2021-05-31,4.0
skale,Savinjska,2021-05-31,6.0
mobilna tes,Savinjska,2021-05-31,5.0
sv. mohor,Savinjska,2021-05-31,5.0
ce gaji,Savinjska,2021-05-31,5.0
trbovlje,Zasavska,2021-05-31,4.0
zagorje,Zasavska,2021-05-31,4.0
deskle,Goriška,2021-06-30,4.0
iskrba,Jugovzhodna Slovenija,2021-06-30,1.0
graska gora,Koroška,2021-06-30,12.0
lj bezigrad,Osrednjeslovenska,2021-06-30,
lj center,Osrednjeslovenska,2021-06-30,4.0
zadobrova,Osrednjeslovenska,2021-06-30,2.0
pesje,Posavska,2021-06-30,8.0
ce bolnica,Savinjska,2021-06-30,4.0
sostanj,Savinjska,2021-06-30,9.0
topolsica,Savinjska,2021-06-30,7.0
zavodnje,Savinjska,2021-06-30,13.0
veliki vrh,Savinjska,2021-06-30,11.0
velenje,Savinjska,2021-06-30,10.0
skale,Savinjska,2021-06-30,10.0
mobilna tes,Savinjska,2021-06-30,9.0
sv. mohor,Savinjska,2021-06-30,4.0
ce gaji,Savinjska,2021-06-30,3.0
trbovlje,Zasavska,2021-06-30,
